st_name,st_distance,st_right_ascension,st_declination,st_spectral_type,st_solar_radii,st_mass,st_luminosity,st_effective_temp,pl_discovery_method,pl_orbital_period,pl_orbital_sm_axis,pl_orbital_eccentricity,pl_orbital_inclination,pl_jupiter_mass,pl_earth_mass,pl_earth_mass_sini,pl_jupiter_radii,pl_earth_radii,pl_density,pl_equilibrium_temp
HIP 12961,23.8,41.678692,-23.086611,M0,,,,,Radial Velocity,57.435,0.25,0.166,,0.35,,111.2405,,,,
HIP 14810,52.88,47.809292,21.097359,G5 V,1,0.99,,5485,Radial Velocity,6.673855,0.0692,0.1427,,3.88,,1233.1804,,,,
HIP 14810,52.88,47.809292,21.097359,G5 V,1,0.99,,5485,Radial Velocity,147.73,0.545,0.164,,1.28,,406.8224,,,,
HIP 14810,52.88,47.809292,21.097359,G5 V,1,0.99,,5485,Radial Velocity,952,1.89,0.173,,0.57,,181.1631,,,,
HIP 41378,116.14,126.616043,10.080378,,1.4,1.15,,6199,Radial Velocity,15.5712,,,88.4,,,,0.259,2.9,,
HIP 41378,116.14,126.616043,10.080378,,1.4,1.15,,6199,Radial Velocity,31.6978,,,89.58,,,,0.228,2.56,,
HIP 41378,116.14,126.616043,10.080378,,1.4,1.15,,6199,Radial Velocity,156,,,,,,,0.353,3.96,,
HIP 41378,116.14,126.616043,10.080378,,1.4,1.15,,6199,Radial Velocity,131,,,,,,,0.492,5.51,,
HIP 41378,116.14,126.616043,10.080378,,1.4,1.15,,6199,Radial Velocity,324,,,,,,,0.91,10.2,,
HIP 5158,44.8,16.508533,-22.453154,,,0.78,-0.959,4962,Radial Velocity,345.72,0.89,0.52,,1.42,,451,,,,
HIP 5158,44.8,16.508533,-22.453154,,,0.78,-0.959,4962,Radial Velocity,9017.76,7.7,0.14,,15.04,,4780.1632,,,,
HIP 57050,11.03,175.435974,42.751972,M4,,,,,Radial Velocity,41.397,0.163506,0.314,,0.298,,94.7094,,,,
HIP 57274,25.87,176.170685,30.959293,K4 V,,,,,Radial Velocity,8.1352,0.07,0.187,,0.0365,,11.6,,,,
HIP 57274,25.87,176.170685,30.959293,K4 V,,,,,Radial Velocity,32.03,0.178,0.05,,0.40902,,130,,,,
HIP 57274,25.87,176.170685,30.959293,K4 V,,,,,Radial Velocity,431.7,1.01,0.27,,0.5267,,167.4,,,,
HIP 63242,149.25,194.383163,-65.646461,G8,,1.54,1.63,4830,Radial Velocity,124.6,0.565,0.23,,9.18,,2917.56,,,,
HIP 65407,55.5,201.087662,48.885094,K0,,0.93,,5460,Radial Velocity,28.125,0.177,0.14,,0.428,,136.03124,,,,
HIP 65407,55.5,201.087662,48.885094,K0,,0.93,,5460,Radial Velocity,67.3,0.316,0.12,,0.784,,249.17872,,,,
HIP 65891,,202.605301,-58.664356,K0 III,8.93,2.5,1.65,5000,Radial Velocity,1084.5,2.81,0.13,,6,,1906.98,,,,
HIP 67851,,208.466919,-35.314362,K0 III,5.92,1.63,1.244,4890,Radial Velocity,88.9,0.46,0.05,,1.38,,438.6054,,,,
HIP 67851,,208.466919,-35.314362,K0 III,5.92,1.63,1.244,4890,Radial Velocity,2131.8,3.82,0.17,,5.98,,1900.6234,,,,
HIP 70849,23.98,217.327347,-46.463818,K7 V k,,,,,Radial Velocity,17337.5,20.25,0.715,,9,,2860,,,,
HIP 74890,91.49,229.572205,-41.42057,K1 III,5.77,1.74,1.215,4850,Radial Velocity,822.3,2.1,0.07,,2.4,,762.792,,,,
HIP 75458,31.33,231.232391,58.966064,K2 III,,1.05,,4530,Radial Velocity,511.098,1.275,0.7124,,8.82,,2803.1,,,,
HIP 78530,156.7,240.481064,-21.980389,B9 V,,2.5,,10500,Imaging,,740,,,23,7300,,,,,2700
HIP 79431,14.9,243.174057,-18.875504,M3 V,,,,,Radial Velocity,111.7,0.36,0.29,,2.1,,667.415,,,,
HIP 8541,168.63,27.526375,-54.464962,K2 III/IV,7.83,1.17,1.405,4670,Radial Velocity,1560.2,2.8,0.16,,5.5,,1748.065,,,,
HIP 91258,44.46,279.221466,61.702503,G5 V,1,0.95,-0.222,5519,Radial Velocity,5.0505,0.057,0.024,,1.068,,339.428,,,,
HIP 97233,106.5,296.421967,-0.696645,K0,5.34,1.93,1.204,5020,Radial Velocity,1058.8,2.55,0.61,,20,,6356.3,,,,
HN Peg,18.39,326.130554,14.771939,G0 IV-V,,,,,Imaging,,773,,,21.9987,6991.57,,1.051,11.777,,
HR 2562,33.63,102.504227,-60.249146,F5 V,,1.3,,,Imaging,,20.3,,,30,9534.9,,1.11,12.442,,1200
HR 810,17.24,40.639442,-50.800293,G0 V,,,,,Radial Velocity,312,0.91,0.15,,2.13,,676.9779,,,,
HR 8799,39.4,346.869659,21.134251,F0+ V ({lambda} Boo)...,,1.51,,,Imaging,170000,68,,,7,2000,,1.2,13,,
HR 8799,39.4,346.869659,21.134251,F0+ V ({lambda} Boo)...,,1.51,,,Imaging,69000,38,,,10,3000,,1.2,13,,
HR 8799,39.4,346.869659,21.134251,F0+ V ({lambda} Boo)...,,1.51,,,Imaging,37000,24,,,10,3000,,1.2,13,,
HR 8799,39.4,346.869659,21.134251,F0+ V ({lambda} Boo)...,,1.51,,,Imaging,18000,14.5,,,,,,,,,
K2-10,271,172.121957,1.690636,,0.98,0.92,,5620,Transit,19.3044,,0.31,,0.08495,27,,0.343,3.84,2.6,
K2-11,2019,169.042002,1.98684,,5.15,1.35,,5433,Transit,39.93767,0.2257,,,,,,0.674,7.55,,734
K2-12,294,173.192036,2.244884,,1.01,1.01,,5800,Transit,8.28212,0.0802,,,,,,0.208,2.33,,1003
K2-13,290,170.155528,2.502696,,0.78,0.8,,5698,Transit,39.91488,0.2114,,,,,,0.169,1.89,,511
K2-14,219,178.057026,2.594245,,0.45,0.47,,3789,Transit,8.36802,0.0627,,,,,,0.429,4.81,,488
K2-15,437,178.110797,4.254747,,0.68,0.72,,5131,Transit,11.8104,0.091,,,,,,0.221,2.48,,676
K2-16,324,175.097258,4.55734,K3 V,0.66,0.68,,4742,Transit,7.6188,0.0667,,87.97,,,,0.18,2.02,,658
K2-16,324,175.097258,4.55734,K3 V,0.66,0.68,,4742,Transit,19.07863,0.1229,,87.83,,,,0.227,2.54,,485
K2-17,134,178.329775,6.412261,,0.66,0.71,,4320,Transit,17.96753,0.119,,,,,,0.199,2.23,,487
K2-18,34,172.56046,7.588391,M2.5 V,0.39,0.41,,3503,Transit,32.94488,0.1491,,,,,,0.2,2.24,,272
K2-19,291,174.960319,0.603575,G9 V,0.86,0.93,,5430,Transit,7.9194,0.074,,89.47,,,,0.691,7.74,,854
K2-19,291,174.960319,0.603575,G9 V,0.86,0.93,,5430,Transit,11.90715,0.0971,,87.99,,,,0.434,4.86,,745
K2-19,291,174.960319,0.603575,G9 V,0.86,0.93,,5430,Transit,2.50856,0.0344,,85.83,,,,0.102,1.14,,1252
K2-21,65,340.303689,-14.488987,M0.0,0.6,0.64,,4043,Transit,9.32414,0.0731,,88.3,,,,0.142,1.59,2.7,500
K2-21,65,340.303689,-14.488987,M0.0,0.6,0.64,,4043,Transit,15.5012,0.1026,,89.08,,,,0.171,1.92,5.4,420
K2-22,225,169.482818,2.61907,M0 V,0.57,0.6,,3830,Transit,0.381078,0.0088,,,1.4,444.962,,0.223,2.5,,2100
K2-24,181,242.573719,-24.990331,G9 V,1.21,1.12,,5743,Transit,20.88508,0.1542,,88.95,,,,0.52,5.83,,709
K2-24,181,242.573719,-24.990331,G9 V,1.21,1.12,,5743,Transit,42.36342,0.2471,,89.43,,,,0.723,8.1,,560
K2-25,45.7,63.273432,15.247763,M4.5,0.29,0.29,-2.076,3180,Transit,3.484552,,0.27,88.3,,,,0.306,3.43,,
K2-26,93,94.20658,24.59641,M1.0 V,0.52,0.56,-1.31,3785,Transit,14.5665,0.0962,,88.4,,,,0.238,2.67,,430
K2-27,,171.515165,1.230738,,0.85,0.89,,5320,Transit,6.77145,,0.16,,0.09156,29.1,,0.397,4.45,1.8,
K2-28,53,335.624384,-7.955366,M4,0.29,0.26,,3214,Transit,2.260455,0.0214,0,88.9,,,,0.207,2.32,,568
K2-29,185,62.670647,24.402043,G7 V,0.86,0.94,,5358,Transit,3.2588321,0.04217,0.066,86.656,0.73,232.0159,,1.19,13.339,0.53,1171
K2-3,42,172.334949,-1.454787,M0 V,0.56,0.6,,3896,Transit,10.05449,0.0769,,88.8,,,,0.194,2.18,,463
K2-3,42,172.334949,-1.454787,M0 V,0.56,0.6,,3896,Transit,24.64354,0.1399,,89.12,,,,0.165,1.85,,344
K2-3,42,172.334949,-1.454787,M0 V,0.56,0.6,,3896,Transit,44.55983,0.2076,,89.38,,,,0.135,1.51,,282
K2-30,278,52.341962,22.299405,G6 V,0.84,0.9,-0.256,5425,Transit,4.098503,0.04839,0,86.92,0.579,184.02357,,1.039,11.646,0.64,1092
K2-31,,245.440751,-23.547865,G7 V,0.78,0.91,,5280,Transit,1.25785,0.022,0,79.9,1.774,563.83042,,1.06,11.882,,
K2-32,,252.426083,-19.542821,G9 V,0.87,0.87,,5315,Transit,8.99218,0.0808,,89,,,,0.48,5.38,,769
K2-32,,252.426083,-19.542821,G9 V,0.87,0.87,,5315,Transit,20.65614,0.1407,,88.23,,,,0.31,3.48,,583
K2-32,,252.426083,-19.542821,G9 V,0.87,0.87,,5315,Transit,31.71922,0.1873,,88.4,,,,0.335,3.75,,505
K2-33,145,242.561406,-19.319273,M3.3,1.05,0.56,-0.824,3540,Transit,5.424865,,0,89.1,3.7,1175.971,,0.45,5.04,,
K2-34,377,127.57877,22.235908,F9 V,1.53,1.28,0.471,6132,Transit,2.995607,0.04419,0,82.06,1.76,559.3808,,1.35,15.132,0.94,1742
K2-35,,170.103081,1.285956,K4 V,0.72,0.76,,4680,Transit,2.39984,0.032,,86.1,,,,0.125,1.4,,979
K2-35,,170.103081,1.285956,K4 V,0.72,0.76,,4680,Transit,5.60912,0.0564,,87.85,,,,0.186,2.09,,737
K2-36,,169.449073,3.866393,K2 V,0.74,0.8,,4924,Transit,1.42266,0.023,,87.75,,,,0.118,1.32,,1232
K2-36,,169.449073,3.866393,K2 V,0.74,0.8,,4924,Transit,5.34059,0.0555,,88.33,,,,0.25,2.8,,793
K2-37,,243.451011,-24.787062,G3 V,0.85,0.9,,5413,Transit,4.44117,0.0511,,87.28,,,,0.144,1.61,,974
K2-37,,243.451011,-24.787062,G3 V,0.85,0.9,,5413,Transit,6.42904,0.0654,,87.37,,,,0.245,2.75,,861
K2-37,,243.451011,-24.787062,G3 V,0.85,0.9,,5413,Transit,14.09189,0.1103,,88.34,,,,0.244,2.73,,663
K2-38,,240.033579,-23.189288,G2 V,1.1,1.07,,5757,Transit,4.01593,0.0506,,87.28,0.03776,12,,0.138,1.55,17.5,1184
K2-38,,240.033579,-23.189288,G2 V,1.1,1.07,,5757,Transit,10.56103,0.0964,,88.61,0.03115,9.9,,0.216,2.42,3.6,858
K2-39,,338.368392,-9.022769,,3.88,1.53,,4881,Transit,4.60543,0.062,0,80.39,0.15826,50.3,,0.732,8.2,0.5,
K2-4,,174.74564,-3.905585,,0.6,0.63,,4197,Transit,10.00329,0.0777,,,,,,0.211,2.37,,563
K2-42,,176.665722,-5.171913,,0.64,0.7,,4613,Transit,6.68796,0.0617,,,,,,0.192,2.15,,
K2-43,,169.117142,-3.97544,,0.57,0.6,,3939,Transit,3.47114,0.03784,,,,,,0.368,4.13,,
K2-44,,174.01163,-2.520881,,1.58,1.15,,5912,Transit,5.65688,0.0651,,,,,,0.243,2.72,,
K2-45,,169.632879,-1.77413,,0.45,0.5,,4103,Transit,1.7292684,0.0224,,,,,,0.599,6.71,,
K2-46,,174.266344,-0.907261,,1.29,0.96,,6256,Transit,19.1541,0.13821,,,,,,0.183,2.05,,
K2-47,,168.582603,2.780711,,0.76,0.75,,5054,Transit,31.6372,0.1779,,,,,,0.169,1.89,,
K2-48,,176.123545,3.272425,,0.73,0.77,,4899,Transit,20.5065,0.1344,,,,,,0.2,2.24,,
K2-49,,177.320206,3.475569,,0.45,0.51,,4175,Transit,2.77065,0.0309,,,,,,0.172,1.93,,
K2-5,,169.303502,-1.877976,K7.5 V,0.57,0.61,,3930,Transit,5.73594,0.0532,,87.35,,,,0.17,1.91,,565
K2-5,,169.303502,-1.877976,K7.5 V,0.57,0.61,,3930,Transit,10.93241,0.0818,,86.95,,,,0.202,2.26,,456
K2-50,,169.483631,5.988378,,0.55,0.61,,4326,Transit,8.7529,0.0705,,,,,,0.142,1.59,,
K2-51,,246.81115,-27.957049,,1.37,1.01,,5452,Transit,13.0106,0.1086,,,,,,1.151,12.9,,
K2-52,,246.611416,-24.969948,,1.49,1.21,,6113,Transit,3.53482,0.0485,,,,,,0.99,11.1,,
K2-53,,244.141811,-20.400533,,0.85,0.83,,5269,Transit,12.2054,0.0975,,,,,,0.223,2.5,,
K2-54,,338.054185,-17.543994,,0.38,0.42,,3798,Transit,9.7843,0.0671,,,,,,0.103,1.15,,
K2-55,,333.751927,-17.250707,,0.63,0.7,,4456,Transit,2.849258,0.03486,,,,,,0.341,3.82,,
K2-57,,342.691712,-14.069886,,0.62,0.68,,4434,Transit,9.0063,0.0746,,,,,,0.187,2.1,,
K2-58,,333.821819,-14.049808,,0.86,0.89,,5413,Transit,7.05254,0.0692,,,,,,0.239,2.68,,
K2-58,,333.821819,-14.049808,,0.86,0.89,,5413,Transit,2.53726,0.035,,,,,,0.145,1.62,,
K2-58,,333.821819,-14.049808,,0.86,0.89,,5413,Transit,22.8827,0.1517,,,,,,0.153,1.71,,
K2-59,,338.942343,-14.027745,,0.73,0.77,,5055,Transit,20.6921,0.1354,,,,,,0.215,2.41,,
K2-59,,338.942343,-14.027745,,0.73,0.77,,5055,Transit,11.2954,0.0905,,,,,,0.205,2.3,,
K2-6,,178.19226,-1.198477,,0.96,0.97,,5850,Transit,30.94191,0.1898,,,,,,0.223,2.5,,615
K2-60,,338.606184,-13.731702,,1.47,1.08,,5749,Transit,3.002627,0.04179,,,,,,0.883,9.9,,
K2-61,,339.674743,-13.560024,,1.36,1.21,,6293,Transit,2.57302,0.0392,,,,,,0.221,2.48,,
K2-62,,334.36418,-12.187498,,0.73,0.77,,4880,Transit,6.67202,0.0636,,,,,,0.191,2.14,,
K2-62,,334.36418,-12.187498,,0.73,0.77,,4880,Transit,16.1966,0.1148,,,,,,0.191,2.14,,
K2-63,,333.426666,-12.066374,,1.63,1.4,,6771,Transit,20.257,0.1627,,,,,,0.287,3.22,,
K2-64,,332.413612,-11.428742,,0.73,0.74,,5312,Transit,6.53044,0.0619,,,,,,0.185,2.07,,
K2-65,78.06,333.211761,-10.925379,,0.84,0.87,,5213,Transit,12.6475,0.1014,,,,,,0.141,1.58,,
K2-66,,331.5267,-10.711549,,1.71,1.16,,5958,Transit,5.06965,0.06069,,,,,,0.222,2.49,,
K2-67,,333.606312,-10.652785,,1.12,0.94,,5984,Transit,24.38724,0.1611,,,,,,1.552,17.4,,
K2-68,,334.019783,-10.567318,,0.68,0.73,,4746,Transit,8.05428,0.0708,,,,,,0.141,1.58,,
K2-69,,335.759539,-10.48858,,0.49,0.55,,4127,Transit,7.06599,0.0591,,,,,,0.207,2.32,,
K2-7,,167.093771,-1.065755,,0.96,0.97,,5772,Transit,28.67992,0.1814,,,,,,0.238,2.67,,651
K2-70,,338.475795,-10.084946,,0.93,0.94,,5622,Transit,13.97896,0.1112,,,,,,0.258,2.89,,
K2-71,,341.724437,-9.881619,,0.43,0.48,,4006,Transit,6.98541,0.0559,,,,,,0.192,2.15,,
K2-72,,334.621964,-9.612382,,0.23,0.22,,3497,Transit,5.57739,0.037,,,,,,0.067,0.75,,
K2-72,,334.621964,-9.612382,,0.23,0.22,,3497,Transit,15.1871,0.0722,,,,,,0.077,0.86,,
K2-72,,334.621964,-9.612382,,0.23,0.22,,3497,Transit,7.7599,0.0461,,,,,,0.065,0.73,,
K2-72,,334.621964,-9.612382,,0.23,0.22,,3497,Transit,24.1669,0.098,,,,,,0.073,0.82,,
K2-73,,335.025479,-9.056093,,1.06,1.05,,5922,Transit,7.49543,0.07619,,,,,,0.219,2.45,,
K2-74,,339.91935,-8.714505,,0.98,0.96,,6060,Transit,19.5666,0.1402,,,,,,0.206,2.31,,
K2-75,,338.84485,-7.469853,,1.56,1.16,,5995,Transit,7.8142,0.081,,,,,,0.238,2.67,,
K2-75,,338.84485,-7.469853,,1.56,1.16,,5995,Transit,18.311,0.1429,,,,,,0.247,2.77,,
K2-76,,337.105587,-6.086677,,1.28,1.02,,5806,Transit,23.9726,0.1638,,,,,,0.99,11.1,,
K2-77,141,55.228426,12.572612,,0.76,0.8,-0.5,4970,Transit,8.199796,,0.14,88.7,1.9,603.877,,0.205,2.3,,
K2-78,,57.225306,13.483545,,0.88,0.9,,5729,Transit,2.29016,0.0328,,,,,,0.127,1.42,,
K2-79,,55.255905,13.519372,,1.28,1.06,,5926,Transit,10.99573,0.0987,,,,,,0.329,3.69,,
K2-8,,169.793665,-0.284375,K3 V,0.74,0.78,,4870,Transit,10.35239,0.0856,,86.42,,,,0.319,3.58,,631
K2-8,,169.793665,-0.284375,K3 V,0.74,0.78,,4870,Transit,5.06416,0.0532,,86.7,,,,0.215,2.41,,801
K2-80,,59.037487,13.559289,,0.87,0.9,,5441,Transit,19.0918,0.135,,,,,,0.179,2.01,,
K2-80,,59.037487,13.559289,,0.87,0.9,,5441,Transit,5.605,0.0596,,,,,,0.131,1.47,,
K2-81,,57.485488,14.5022,,0.63,0.7,,4530,Transit,6.10224,0.0579,,,,,,0.162,1.82,,
K2-82,,58.514872,15.137152,,0.17,0.15,,3415,Transit,7.195834,0.0392,,,,,,0.232,2.6,,
K2-83,,59.901562,15.558886,,0.42,0.48,,3910,Transit,2.74697,0.03014,,,,,,0.111,1.244,,
K2-83,,59.901562,15.558886,,0.42,0.48,,3910,Transit,9.99767,0.07131,,,,,,0.132,1.483,,
K2-84,,55.809274,16.634549,,0.93,0.95,,5652,Transit,6.4215,0.0665,,,,,,0.215,2.41,,
K2-84,,55.809274,16.634549,,0.93,0.95,,5652,Transit,27.86,0.1768,,,,,,0.181,2.03,,
K2-85,,59.464394,18.465254,,0.51,0.57,,4268,Transit,0.684533,0.01263,,,,,,0.09,1.01,,
K2-86,,51.5528,18.635616,,0.76,0.79,,5482,Transit,8.77683,0.077,,,,,,0.175,1.96,,
K2-87,,66.236225,18.827418,,0.93,0.95,,5406,Transit,9.72739,0.0876,,,,,,0.41,4.6,,
K2-88,,54.751598,19.120178,,0.26,0.26,,3537,Transit,4.6122,0.0345,,,,,,0.11,1.23,,
K2-89,,57.066715,20.459638,,0.32,0.35,,3691,Transit,1.096026,0.01462,,,,,,0.055,0.615,,
K2-9,110,176.264468,0.005301,M2.5 V,0.31,0.3,-1.921,3390,Transit,18.4498,0.091,,87.983,,,,0.201,2.25,,314
K2-90,,59.152405,22.472632,,0.49,0.56,,4136,Transit,13.7311,0.0926,,,,,,0.182,2.04,,
K2-90,,59.152405,22.472632,,0.49,0.56,,4136,Transit,2.90032,0.0328,,,,,,0.091,1.02,,
K2-91,,63.218062,24.205112,,0.28,0.29,,3622,Transit,1.419549,0.0164,,,,,,0.098,1.1,,
K2-92,,60.069895,25.48,,1.38,1.04,,6098,Transit,0.701818,0.01566,,,,,,0.228,2.56,,
K2-95,172,129.362743,18.976685,M3.0,0.4,0.36,-1.678,3471,Transit,10.13389,0.0653,,88.77,0.03458,10.99,,0.31,3.47,,
K2-99,606,208.773747,-5.442466,G0 IV,3.1,1.6,,5990,Transit,18.249,0.159,0.19,87.7,0.97,308.2951,,1.29,14.46,,
KELT-1,262,0.362142,39.383808,,1.46,1.32,0.542,6518,Transit,1.217514,0.02466,0.0099,87.8,27.23,8654.15,,1.11,12.442,24.7,
KELT-10,183,284.548373,-47.003242,G0 V,1.21,1.11,0.217,5948,Transit,4.1662739,0.0525,,88.61,0.679,215.80657,215.80657,1.399,15.681,0.308,1377
KELT-14,266,108.301485,-42.409744,G4,1.52,1.24,,5720,Transit,1.7100566,0.03005,0,78.3,1.284,408.09372,,1.743,19.537,0.322,1970
KELT-15,291,117.415037,-52.120453,,1.48,1.18,0.412,6003,Transit,3.329441,0.04613,0,88.3,0.91,289.2253,289.2253,1.443,16.175,0.36,1642
KELT-17,210,125.617523,13.735319,A,1.65,1.64,0.876,7454,Transit,3.0801716,0.04881,,84.87,1.31,416.3573,416.3573,1.525,17.094,0.46,2087
KELT-2 A,124.22,92.663948,30.957144,F8,1.83,1.31,,6151,Transit,4.1137912,0.05496,0,88.6,1.522,483.717,,1.286,14.415,,
KELT-3,178,148.643324,40.388069,,1.47,1.28,0.489,6306,Transit,2.7033904,0.04122,0,84.23,1.477,469.415,467.19,1.345,15.076,0.75,1816
KELT-4 A,210,157.062546,25.573189,F,1.6,1.2,0.535,6206,Transit,2.9895932,0.04317,0,83.16,0.902,286.68266,284.77568,1.699,19.044,0.228,1823
KELT-6,222,195.981868,30.640051,F8,1.53,1.13,,6272,Transit,7.8455821,0.08,0.029,88.81,0.442,,140.48086,1.18,13.227,,
KELT-6,222,195.981868,30.640051,F8,1.53,1.13,,6272,Radial Velocity,1276,2.39,0.21,,3.71,,1179.1493,,,,
KELT-7,129,78.295532,33.318165,F,1.73,1.53,0.758,6789,Transit,2.7347749,0.04415,0,83.76,1.28,406.8224,406.8224,1.533,17.183,0.442,2048
KELT-8,236,283.30551,24.12738,G2 V,1.67,1.21,,5754,Transit,3.24406,0.04571,0.035,82.65,0.867,275.55861,,1.86,20.849,0.167,1675
KIC 10001893,,287.389188,46.984489,,,,,27500,Orbital Brightness Modulation,0.2197,,,,,,,,,,
KIC 10001893,,287.389188,46.984489,,,,,27500,Orbital Brightness Modulation,0.32528,,,,,,,,,,
KIC 10001893,,287.389188,46.984489,,,,,27500,Orbital Brightness Modulation,0.81161,,,,,,,,,,
KIC 10525077,,287.378077,47.771187,,1.01,1.01,,6091,Transit,854.083,,,89.861,,,,0.491,5.5,,
KIC 3558849,,294.949847,38.605197,,1.01,0.98,,6175,Transit,1322.3,,,89.973,,,,0.616,6.9,,
KIC 5437945,,288.474857,40.651357,,1.24,1.07,,6340,Transit,440.7813,,,89.904,,,,0.571,6.4,,
KIC 5951458,,288.991582,41.223038,,1.52,0.98,,6258,Transit,1320.1,,,89.799,,,,0.589,6.6,,
KIC 8540376,,282.37753,44.694592,,1.26,1.04,,6474,Transit,31.8099,,,89.3,,,,0.366,4.1,,
KIC 8540376,,282.37753,44.694592,,1.26,1.04,,6474,Transit,75.2,,,89.701,,,,0.214,2.4,,
KIC 9663113,,297.045421,46.328701,,1.03,0.98,,6065,Transit,572.3847,,,89.768,,,,0.41,4.6,,
KOI-12,426,297.453731,41.010991,,1.63,1.45,,6820,Transit,17.8552333,0.151,0.72,88.95,10,3178.3,,1.43,16.029,,
KOI-13,,286.971199,46.868362,,1.74,1.72,,7650,Transit,1.763588,0.03641,0.00064,86.77,9.28,2949.4624,,1.512,16.948,3.6,2550
KOI-142,339,291.148088,40.669407,G6 V,0.88,0.96,-0.223,5471,Transit,10.95416,,0.05593,89.055,0.027,8.7,,0.337,3.78,0.87,
KOI-142,339,291.148088,40.669407,G6 V,0.88,0.96,-0.223,5471,Transit Timing Variations,22.3395,0.15525,0.05628,86.2,0.626,198.8,,,,,
KOI-217,800,294.865505,46.285854,,0.86,0.95,,5545,Transit,3.90512,0.0477,0,89.8,,,,1.11,12.442,,
KOI-351,780,284.433492,49.305161,,1.2,1.2,,6080,Transit,7.008151,0.074,,89.4,,,,0.117,1.31,,
KOI-351,780,284.433492,49.305161,,1.2,1.2,,6080,Transit,8.719375,0.089,,89.68,,,,0.106,1.19,,
KOI-351,780,284.433492,49.305161,,1.2,1.2,,6080,Transit,59.73667,0.32,,89.71,,,,0.256,2.87,,
KOI-351,780,284.433492,49.305161,,1.2,1.2,,6080,Transit,91.93913,0.42,,89.79,,,,0.237,2.66,,
KOI-351,780,284.433492,49.305161,,1.2,1.2,,6080,Transit,124.9144,0.48,,89.77,,,,0.257,2.88,,
KOI-351,780,284.433492,49.305161,,1.2,1.2,,6080,Transit,210.60697,0.71,,89.8,,,,0.723,8.1,,
KOI-351,780,284.433492,49.305161,,1.2,1.2,,6080,Transit,331.60059,1.01,,89.6,,,,1.008,11.3,,
KOI-55,1180,296.356105,41.092755,B,0.2,0.5,1.36,27730,Orbital Brightness Modulation,0.240104,0.006,,65,0.0014,0.44,,0.068,0.759,,
KOI-55,1180,296.356105,41.092755,B,0.2,0.5,1.36,27730,Orbital Brightness Modulation,0.342887,0.0076,,65,0.0021,0.655,,0.077,0.867,,
KOI-94,,297.333057,41.891117,,1.52,1.28,0.479,6182,Transit,3.743208,0.05119,0.25,89.3,0.033,10.5,,0.153,1.71,10.1,1486
KOI-94,,297.333057,41.891117,,1.52,1.28,0.479,6182,Transit,10.423648,0.1013,0.43,88.36,0.049,15.6,,0.385,4.32,0.91,1012
KOI-94,,297.333057,41.891117,,1.52,1.28,0.479,6182,Transit,22.342989,0.1684,0.022,89.871,0.334,106,,1.005,11.27,0.363,806
KOI-94,,297.333057,41.891117,,1.52,1.28,0.479,6182,Transit,54.32031,0.3046,0.019,89.76,0.11,35,,0.585,6.56,0.6,584
Kapteyn,3.92,77.91909,-45.018414,M0 V,0.29,0.28,,3550,Radial Velocity,121.54,0.311,0.23,,0.022,,7,,,,
Kepler-10,173,285.679394,50.241299,,1.06,0.91,,5627,Transit,0.837491,0.0172,,85.1,0.0145,4.60853,,0.132,1.481,8,2130
Kepler-10,173,285.679394,50.241299,,1.06,0.91,,5627,Transit,45.294301,,0,89.59,0.054,17.2,,0.21,2.35,7.1,584
Kepler-100,,291.385979,41.990273,,1.49,1.08,,5825,Transit,6.88705,,,,0.023,7.34,,0.118,1.32,14.25,
Kepler-100,,291.385979,41.990273,,1.49,1.08,,5825,Transit,12.8159,,,,,,,0.196,2.2,,
Kepler-100,,291.385979,41.990273,,1.49,1.08,,5825,Transit,35.3331,,,,,,,0.144,1.61,,
Kepler-1000,925,286.685523,47.098221,,1.51,1.4,,6453,Transit,120.0181272,,,,,,,0.425,4.76,,
Kepler-1001,1009,286.273871,48.618706,,0.88,0.9,,5491,Transit,14.30511983,,,,,,,0.281,3.15,,
Kepler-1002,425,293.079495,43.073715,,1.57,1.22,,6144,Transit,4.33642933,,,,,,,0.153,1.71,,
Kepler-1003,873,292.020456,44.876217,,1.17,1.11,,6109,Transit,3.55485691,,,,,,,0.159,1.78,,
Kepler-1004,1080,297.359299,49.79755,,3.39,1.11,,4972,Transit,5.28789787,,,,,,,0.56,6.28,,
Kepler-1005,515,286.286014,43.320461,,1.06,1,,5782,Transit,6.49801525,,,,,,,0.134,1.5,,
Kepler-1006,496,295.754127,42.537476,,0.74,0.78,,5328,Transit,19.76172042,,,,,,,0.137,1.54,,
Kepler-1007,365,295.906552,45.80912,,0.7,0.73,,4587,Transit,5.18500207,,,,,,,0.128,1.44,,
Kepler-1008,299,296.547525,44.941933,,0.78,0.81,,5066,Transit,12.43931193,,,,,,,0.114,1.28,,
Kepler-1009,281,282.85993,42.665764,,0.57,0.59,,4027,Transit,11.35011917,,,,,,,0.194,2.17,,
Kepler-101,,283.255489,48.355228,G3 IV,1.56,1.17,,5667,Transit,3.4876812,0.0474,0.086,85.82,0.16,51.1,,0.51,5.77,1.45,1513
Kepler-101,,283.255489,48.355228,G3 IV,1.56,1.17,,5667,Transit,6.02976,0.0684,0,84.6,0.01,3.78,,0.112,1.25,10.5,1413
Kepler-1010,610,289.192636,44.149326,,0.82,0.86,,5253,Transit,34.2685705,,,,,,,0.207,2.32,,
Kepler-1011,860,297.401546,46.824001,,0.88,0.91,,5416,Transit,5.75322197,,,,,,,0.256,2.87,,
